danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1.0,0.2687452966208057,-0.013341910462568303,0.3242115528133214,-0.1640862788158485,0.17134232428267174,-0.24899196398798926,-0.17698623401005004,-0.11540401748826921,0.4353271001292708,-0.1562463978911367,-0.21327446413398893,0.14081224035704554
0.2687452966208057,1.0,0.017484520061828754,0.6530812472720516,-0.10484963691625368,0.03742728680050968,-0.5215635726508241,-0.20322458997677476,0.13253805753097772,0.382720636579254,0.09520076060659817,-0.13695806655270387,0.10340040242098994
-0.013341910462568303,0.017484520061828754,1.0,-0.003059065308473475,-0.08646457040058424,-0.022198623537474826,-0.006336389266727192,0.02150261387523592,-0.061613768298830265,0.021573482034462656,0.041548980391580954,-0.0065407457047889596,-0.031424913480415706
0.3242115528133214,0.6530812472720516,-0.003059065308473475,1.0,-0.055878931468588744,-0.034466293669712995,-0.35724494863618644,-0.49356122465833485,0.016619966209689897,0.31831179928985265,0.0655653701227528,-0.15032598138115144,0.12038817887540403
-0.1640862788158485,-0.10484963691625368,-0.08646457040058424,-0.055878931468588744,1.0,-0.11501631155696658,0.0545065080934156,0.048488251025751015,-0.01593754474105796,-0.08884913653205506,0.01025100771619037,0.04931169960796738,-0.016495455570047904
0.17134232428267174,0.03742728680050968,-0.022198623537474826,-0.034466293669712995,-0.11501631155696658,1.0,-0.02617724466661415,-0.026235935282080954,0.058893887709777486,0.04451638772088708,0.06753975816551043,-0.11708077120318851,0.12181694778405171
-0.24899196398798926,-0.5215635726508241,-0.006336389266727192,-0.35724494863618644,0.0545065080934156,-0.02617724466661415,1.0,0.07596297435955345,-0.016895035227168422,-0.1642243592380482,-0.08068181219380996,0.030629874686088746,-0.14169103100552247
-0.17698623401005004,-0.20322458997677476,0.02150261387523592,-0.49356122465833485,0.048488251025751015,-0.026235935282080954,0.07596297435955345,1.0,0.006418672110595785,-0.15949690003235162,-0.01891727306060345,0.05551164836774211,-0.06450603266814052
-0.11540401748826921,0.13253805753097772,-0.061613768298830265,0.016619966209689897,-0.01593754474105796,0.058893887709777486,-0.016895035227168422,0.006418672110595785,1.0,-0.006562808864746578,0.04491946565616115,-0.028470187740807368,-0.003228494058106118
0.4353271001292708,0.382720636579254,0.021573482034462656,0.31831179928985265,-0.08884913653205506,0.04451638772088708,-0.1642243592380482,-0.15949690003235162,-0.006562808864746578,1.0,0.048649749301878396,-0.1981744008260774,0.026718472557837093
-0.1562463978911367,0.09520076060659817,0.041548980391580954,0.0655653701227528,0.01025100771619037,0.06753975816551043,-0.08068181219380996,-0.01891727306060345,0.04491946565616115,0.048649749301878396,1.0,-0.027852332389859756,-0.05291307110451049
-0.21327446413398893,-0.13695806655270387,-0.0065407457047889596,-0.15032598138115144,0.04931169960796738,-0.11708077120318851,0.030629874686088746,0.05551164836774211,-0.028470187740807368,-0.1981744008260774,-0.027852332389859756,1.0,0.008218794276505088
0.14081224035704554,0.10340040242098994,-0.031424913480415706,0.12038817887540403,-0.016495455570047904,0.12181694778405171,-0.14169103100552247,-0.06450603266814052,-0.003228494058106118,0.026718472557837093,-0.05291307110451049,0.008218794276505088,1.0
